epoch,accuracy,loss,top-5-accuracy,val_accuracy,val_loss,val_top-5-accuracy
0,0.095703125,3.121845006942749,0.36394229531288147,0.13375000655651093,2.9922657012939453,0.42750000953674316
1,0.16902042925357819,2.842613697052002,0.49396035075187683,0.1899999976158142,2.7600317001342773,0.5212500095367432
2,0.20543870329856873,2.714053153991699,0.540114164352417,0.22875000536441803,2.64202880859375,0.5674999952316284
3,0.2255408614873886,2.6344220638275146,0.5713341236114502,0.2462500035762787,2.5684704780578613,0.606249988079071
4,0.24471153318881989,2.5630314350128174,0.5950420498847961,0.2475000023841858,2.544558048248291,0.6150000095367432
5,0.2553185224533081,2.5088753700256348,0.611598551273346,0.30000001192092896,2.3891773223876953,0.643750011920929
6,0.27857571840286255,2.4310030937194824,0.637890636920929,0.2862499952316284,2.3977489471435547,0.65625
7,0.2987379729747772,2.358522415161133,0.6597355604171753,0.3137499988079071,2.332961320877075,0.6837499737739563
8,0.32103365659713745,2.2840492725372314,0.6810095906257629,0.3375000059604645,2.276426315307617,0.6949999928474426
9,0.3379206657409668,2.219357490539551,0.7004807591438293,0.35499998927116394,2.215254545211792,0.7124999761581421
10,0.36012619733810425,2.1264846324920654,0.7256009578704834,0.4025000035762787,2.0145294666290283,0.7549999952316284
11,0.3912259638309479,2.028141975402832,0.7523437738418579,0.39375001192092896,2.076953649520874,0.7437499761581421
12,0.419921875,1.9171931743621826,0.78125,0.38499999046325684,2.0506370067596436,0.75
13,0.4471754729747772,1.8246055841445923,0.8030348420143127,0.4037500023841858,1.9986000061035156,0.7762500047683716
14,0.48314303159713745,1.705833077430725,0.8258413672447205,0.46000000834465027,1.8424313068389893,0.7962499856948853
15,0.5140625238418579,1.5950651168823242,0.8492187261581421,0.4637500047683716,1.8045990467071533,0.8137500286102295
16,0.5417367815971375,1.5039559602737427,0.8651142120361328,0.42124998569488525,1.9460625648498535,0.7950000166893005
17,0.5766826868057251,1.3765217065811157,0.8887319564819336,0.5,1.723649263381958,0.8299999833106995
18,0.6165865659713745,1.24857759475708,0.9076322317123413,0.53125,1.5723780393600464,0.8650000095367432
19,0.6396934986114502,1.1674768924713135,0.9229868054389954,0.5425000190734863,1.5780962705612183,0.8537499904632568
20,0.6729567050933838,1.0563589334487915,0.9362379908561707,0.5575000047683716,1.4662283658981323,0.8774999976158142
21,0.7064303159713745,0.9419956803321838,0.9491887092590332,0.5712500214576721,1.463850975036621,0.9024999737739563
22,0.727343738079071,0.8655011653900146,0.9602764248847961,0.5575000047683716,1.4895285367965698,0.8924999833106995
23,0.7492488026618958,0.7955859899520874,0.9673677682876587,0.5699999928474426,1.4261164665222168,0.9024999737739563
24,0.7708232998847961,0.7166693806648254,0.9730769395828247,0.5912500023841858,1.3258426189422607,0.9137499928474426
25,0.7966346144676208,0.6408578753471375,0.9783052802085876,0.5537499785423279,1.5694552659988403,0.8862500190734863
26,0.8122596144676208,0.5942187309265137,0.980739176273346,0.6274999976158142,1.372694730758667,0.893750011920929
27,0.8203425407409668,0.5660545229911804,0.9833533763885498,0.6424999833106995,1.2419332265853882,0.9237499833106995
28,0.8345552682876587,0.5222791433334351,0.9856069684028625,0.6349999904632568,1.2747185230255127,0.9225000143051147
29,0.8412560224533081,0.4980669319629669,0.9879807829856873,0.6725000143051147,1.0971496105194092,0.9449999928474426
30,0.842968761920929,0.4913546144962311,0.9875901341438293,0.7087500095367432,1.0614970922470093,0.9462500214576721
31,0.8591646552085876,0.4446916878223419,0.9893629550933838,0.6612499952316284,1.2404297590255737,0.9212499856948853
32,0.8597656488418579,0.4416451156139374,0.9899339079856873,0.6762499809265137,1.1083298921585083,0.9487500190734863
33,0.8636117577552795,0.430734246969223,0.9903545379638672,0.6825000047683716,1.150946855545044,0.9387500286102295
34,0.8643629550933838,0.4202776253223419,0.9913762211799622,0.6575000286102295,1.2776318788528442,0.9312499761581421
35,0.8726261854171753,0.4045020341873169,0.9910456538200378,0.6700000166893005,1.207682490348816,0.9287499785423279
36,0.8741887211799622,0.3948119878768921,0.9917968511581421,0.6725000143051147,1.1722500324249268,0.9399999976158142
37,0.8716346025466919,0.4108896553516388,0.9918870329856873,0.6962500214576721,1.116774320602417,0.9449999928474426
38,0.8755408525466919,0.3912002742290497,0.9923377633094788,0.6837499737739563,1.0609949827194214,0.9474999904632568
39,0.8716646432876587,0.39864420890808105,0.9924879670143127,0.6887500286102295,1.1443461179733276,0.9225000143051147
40,0.8802584409713745,0.3797893226146698,0.9921875,0.7037500143051147,1.0582042932510376,0.9449999928474426
41,0.885667085647583,0.3574245572090149,0.9931190013885498,0.699999988079071,1.0769867897033691,0.9325000047683716
42,0.8791466355323792,0.3759864270687103,0.9926382303237915,0.6737499833106995,1.2016853094100952,0.9112499952316284
43,0.8798978328704834,0.37525469064712524,0.9928786158561707,0.6825000047683716,1.131330966949463,0.9275000095367432
44,0.8880408406257629,0.3526545763015747,0.9931190013885498,0.6612499952316284,1.160912036895752,0.9375
45,0.8866887092590332,0.35664793848991394,0.993359386920929,0.6700000166893005,1.2303582429885864,0.9200000166893005
46,0.8847055435180664,0.3645532429218292,0.9922175407409668,0.6962500214576721,1.1585994958877563,0.9225000143051147
47,0.8893930315971375,0.3463490903377533,0.9940204620361328,0.6549999713897705,1.225151777267456,0.9350000023841858
48,0.8825120329856873,0.3713482916355133,0.9921875,0.675000011920929,1.1814308166503906,0.9387500286102295
49,0.889723539352417,0.3499789237976074,0.9932993054389954,0.7337499856948853,0.9277355670928955,0.956250011920929
