epoch,accuracy,loss,top-5-accuracy,val_accuracy,val_loss,val_top-5-accuracy
0,0.18374398350715637,2.822094678878784,0.5060396790504456,0.19875000417232513,2.7819347381591797,0.5287500023841858
1,0.20820312201976776,2.7205238342285156,0.5442908406257629,0.20374999940395355,2.7518932819366455,0.543749988079071
2,0.21763822436332703,2.678400993347168,0.5569711327552795,0.2212499976158142,2.666015625,0.5649999976158142
3,0.22827523946762085,2.6429452896118164,0.5691105723381042,0.23375000059604645,2.6128430366516113,0.6100000143051147
4,0.23170071840286255,2.624544620513916,0.5771634578704834,0.24375000596046448,2.582280158996582,0.6012499928474426
5,0.23948317766189575,2.587411642074585,0.5887620449066162,0.2537499964237213,2.578869581222534,0.6100000143051147
6,0.24675481021404266,2.5700814723968506,0.5924879908561707,0.22875000536441803,2.6013805866241455,0.6050000190734863
7,0.25075119733810425,2.550200939178467,0.6017728447914124,0.2562499940395355,2.582606315612793,0.6212499737739563
8,0.2549278736114502,2.5321438312530518,0.6050180196762085,0.26249998807907104,2.5495409965515137,0.6112499833106995
9,0.2656850814819336,2.4953536987304688,0.6189603209495544,0.26499998569488525,2.5294713973999023,0.6200000047683716
10,0.2686598598957062,2.4733059406280518,0.6290865540504456,0.2549999952316284,2.5439209938049316,0.6075000166893005
11,0.27226561307907104,2.4527175426483154,0.6329627633094788,0.26499998569488525,2.5035338401794434,0.6225000023841858
12,0.28100961446762085,2.4276695251464844,0.6426982879638672,0.2824999988079071,2.484370231628418,0.6075000166893005
13,0.2906250059604645,2.3897011280059814,0.6552884578704834,0.25874999165534973,2.524373769760132,0.6212499737739563
14,0.2993088960647583,2.36274790763855,0.6603365540504456,0.2824999988079071,2.5439014434814453,0.6050000190734863
15,0.30838340520858765,2.329691171646118,0.6729567050933838,0.2574999928474426,2.478922128677368,0.6449999809265137
16,0.31673678755760193,2.292036294937134,0.684374988079071,0.2800000011920929,2.5073742866516113,0.6324999928474426
17,0.33073917031288147,2.2408945560455322,0.7005408406257629,0.29249998927116394,2.4399023056030273,0.6575000286102295
18,0.34194710850715637,2.2032253742218018,0.7118690013885498,0.26875001192092896,2.4875354766845703,0.6512500047683716
19,0.3480769097805023,2.177783250808716,0.7188701629638672,0.2800000011920929,2.4133434295654297,0.6650000214576721
20,0.36394229531288147,2.1238620281219482,0.7336838841438293,0.2524999976158142,2.583132266998291,0.6274999976158142
21,0.38019832968711853,2.066293478012085,0.7467548251152039,0.28125,2.509953498840332,0.6337500214576721
22,0.39525240659713745,2.006524085998535,0.764723539352417,0.2787500023841858,2.5007128715515137,0.6362500190734863
23,0.4193209111690521,1.9296293258666992,0.7808894515037537,0.2887499928474426,2.6582629680633545,0.6412500143051147
24,0.4306790828704834,1.883616328239441,0.7923076748847961,0.2849999964237213,2.5927393436431885,0.643750011920929
25,0.44026443362236023,1.8471473455429077,0.8021033406257629,0.32124999165534973,2.3782482147216797,0.6924999952316284
26,0.4678184986114502,1.750142216682434,0.8196814656257629,0.30250000953674316,2.6011571884155273,0.6524999737739563
27,0.48756009340286255,1.6915019750595093,0.8331129550933838,0.35249999165534973,2.258136034011841,0.71875
28,0.4999098479747772,1.6429316997528076,0.8434495329856873,0.36625000834465027,2.3073744773864746,0.7149999737739563
29,0.5254807472229004,1.5537738800048828,0.8573617935180664,0.3474999964237213,2.383080244064331,0.7124999761581421
30,0.5473257303237915,1.4858849048614502,0.8686598539352417,0.32624998688697815,2.436628818511963,0.7037500143051147
31,0.5599759817123413,1.4243299961090088,0.879807710647583,0.32749998569488525,2.6385302543640137,0.6850000023841858
32,0.5880107879638672,1.3392878770828247,0.892307698726654,0.33375000953674316,2.5127625465393066,0.7074999809265137
33,0.5966346263885498,1.3130018711090088,0.8957932591438293,0.32374998927116394,2.616445302963257,0.6850000023841858
34,0.6193810105323792,1.2233527898788452,0.9087139368057251,0.36625000834465027,2.4437429904937744,0.7362499833106995
35,0.6367487907409668,1.1689767837524414,0.9154447317123413,0.3412500023841858,2.6013927459716797,0.7087500095367432
36,0.6555889248847961,1.1074533462524414,0.9231970906257629,0.3050000071525574,2.781845808029175,0.6787499785423279
37,0.6656249761581421,1.0740039348602295,0.9277043342590332,0.33250001072883606,2.6984212398529053,0.6812499761581421
