epoch,accuracy,loss,top-5-accuracy,val_accuracy,val_loss,val_top-5-accuracy
0,0.028350360691547394,3.428804874420166,0.19127103686332703,0.028750000521540642,3.5751659870147705,0.18250000476837158
1,0.02905648946762085,3.3772780895233154,0.19133113324642181,0.042500000447034836,3.453964948654175,0.1887499988079071
2,0.04459134489297867,3.364443778991699,0.2206881046295166,0.04374999925494194,3.3947460651397705,0.22374999523162842
3,0.037620190531015396,3.3587734699249268,0.23789063096046448,0.03999999910593033,3.485898494720459,0.13375000655651093
4,0.04824218899011612,3.366685152053833,0.22884614765644073,0.04374999925494194,3.390019416809082,0.23250000178813934
5,0.04561297968029976,3.359853982925415,0.21083232760429382,0.04749999940395355,3.3838770389556885,0.2487500011920929
6,0.04544771462678909,3.373494863510132,0.20728665590286255,0.04374999925494194,3.413281202316284,0.17374999821186066
7,0.036448318511247635,3.3708834648132324,0.20680588483810425,0.03999999910593033,3.436084032058716,0.17874999344348907
8,0.05333533510565758,3.3658316135406494,0.23466046154499054,0.04625000059604645,3.3788769245147705,0.25
9,0.051487378776073456,3.3585045337677,0.2226862907409668,0.03999999910593033,3.4181737899780273,0.17125000059604645
10,0.04692007228732109,3.3687667846679688,0.24085035920143127,0.04374999925494194,3.392509698867798,0.22374999523162842
11,0.04086538404226303,3.3777999877929688,0.21760816872119904,0.04374999925494194,3.392958879470825,0.24124999344348907
